feature,model,method,sens_pct,sub_method,dir_pct,dir_abs,var_pct
sell_price,LSTM,SmoothGrad,6.595561,HOUSEHOLD,6.595561,0.00018419047,2.4684777
state_ur,LSTM,SmoothGrad,5.726138,HOUSEHOLD,5.726138,0.00015991059,7.6855025
item_category,LSTM,SmoothGrad,5.522533,HOUSEHOLD,5.522533,0.00015422462,8.931592
event_name_2,LSTM,SmoothGrad,4.8657,HOUSEHOLD,4.8657,0.00013588162,5.767797
consumer_sentiment,LSTM,SmoothGrad,3.8033407,HOUSEHOLD,3.8033407,0.00010621372,4.5962753
event_type_2,LSTM,SmoothGrad,2.9894102,HOUSEHOLD,2.9894102,8.348355e-05,3.3622448
event_type_1,LSTM,SmoothGrad,2.887241,HOUSEHOLD,2.887241,8.063033e-05,3.9834268
day_of_month,LSTM,SmoothGrad,2.5511055,HOUSEHOLD,2.5511055,7.124327e-05,1.8691745
event_name_1,LSTM,SmoothGrad,2.522131,HOUSEHOLD,2.522131,7.043411e-05,3.6641712
state_gas_price,LSTM,SmoothGrad,2.443996,HOUSEHOLD,2.443996,6.8252084e-05,3.2057478
state_cpi,LSTM,SmoothGrad,2.3913379,HOUSEHOLD,2.3913379,6.678153e-05,2.7453125
month,LSTM,SmoothGrad,1.6964804,HOUSEHOLD,1.6964804,4.737664e-05,2.071204
state_snap,LSTM,SmoothGrad,1.6418325,HOUSEHOLD,1.6418325,4.5850516e-05,1.6802201
event_name_2,Transformer,Saliency,18.631046,base,18.631046,0.00034407197,13.846445
sell_price,Transformer,Saliency,12.08219,base,12.08219,0.00022312986,11.249783
event_type_2,Transformer,Saliency,8.971689,base,8.971689,0.00016568617,7.912226
state_cpi_mom_delta,Transformer,Saliency,8.192049,base,8.192049,0.00015128804,7.532674
event_name_1,Transformer,Saliency,7.5943274,base,7.5943274,0.00014024953,6.7333937
state_ur_mom_delta,Transformer,Saliency,6.5420895,base,6.5420895,0.00012081714,7.5299315
event_type_1,Transformer,Saliency,6.314682,base,6.314682,0.000116617455,6.1087837
consumer_sentiment,Transformer,Saliency,3.7445004,base,3.7445004,6.915219e-05,4.9483852
state_cpi,Transformer,Saliency,3.68982,base,3.68982,6.814237e-05,4.570383
month,Transformer,Saliency,3.4501739,base,3.4501739,6.371667e-05,4.182188
day_of_month,Transformer,Saliency,3.4226,base,3.4226,6.3207444e-05,3.8337986
day_of_week,Transformer,Saliency,3.3764799,base,3.3764799,6.2355706e-05,4.204436
state_gas_wow_delta,Transformer,Saliency,3.2437582,base,3.2437582,5.990465e-05,4.0403337
state_gas_price,Transformer,Saliency,3.1130552,base,3.1130552,5.749087e-05,3.7519798
state_ur,Transformer,Saliency,3.000151,base,3.000151,5.5405788e-05,3.8851044
state_snap,Transformer,Saliency,2.6293705,base,2.6293705,4.855834e-05,3.1960905
item_category,Transformer,Saliency,2.0020165,base,2.0020165,3.6972575e-05,2.4740622
event_name_2,Transformer,Saliency,19.022728,baseNoCats,19.022728,0.0003442034,14.197628
sell_price,Transformer,Saliency,12.336321,baseNoCats,12.336321,0.00022321739,11.537578
event_type_2,Transformer,Saliency,9.161802,baseNoCats,9.161802,0.00016577663,8.112505
state_cpi_mom_delta,Transformer,Saliency,8.363493,baseNoCats,8.363493,0.00015133175,7.73412
event_name_1,Transformer,Saliency,7.754799,baseNoCats,7.754799,0.00014031785,6.899647
state_ur_mom_delta,Transformer,Saliency,6.674508,baseNoCats,6.674508,0.00012077071,7.728312
event_type_1,Transformer,Saliency,6.4388657,baseNoCats,6.4388657,0.00011650692,6.251991
consumer_sentiment,Transformer,Saliency,3.8196452,baseNoCats,3.8196452,6.91139e-05,5.085819
state_cpi,Transformer,Saliency,3.7621784,baseNoCats,3.7621784,6.807408e-05,4.6813183
month,Transformer,Saliency,3.5210311,baseNoCats,3.5210311,6.371068e-05,4.2914305
day_of_month,Transformer,Saliency,3.4922128,baseNoCats,3.4922128,6.3189225e-05,3.938071
day_of_week,Transformer,Saliency,3.4264963,baseNoCats,3.4264963,6.200014e-05,4.28629
state_gas_wow_delta,Transformer,Saliency,3.3083704,baseNoCats,3.3083704,5.9862727e-05,4.1418557
state_gas_price,Transformer,Saliency,3.177468,baseNoCats,3.177468,5.749414e-05,3.8524933
state_ur,Transformer,Saliency,3.0569153,baseNoCats,3.0569153,5.5312816e-05,3.9807434
state_snap,Transformer,Saliency,2.683164,baseNoCats,2.683164,4.855004e-05,3.280198
event_name_2,Transformer,Saliency,18.566973,FOODS,18.566973,0.000364762,13.783634
sell_price,Transformer,Saliency,12.067068,FOODS,12.067068,0.00023706653,11.264459
event_type_2,Transformer,Saliency,8.981501,FOODS,8.981501,0.00017644826,7.9771967
state_cpi_mom_delta,Transformer,Saliency,8.169871,FOODS,8.169871,0.00016050322,7.415542
event_name_1,Transformer,Saliency,7.613345,FOODS,7.613345,0.00014956984,6.7845173
state_ur_mom_delta,Transformer,Saliency,6.5290585,FOODS,6.5290585,0.00012826822,7.4902253
event_type_1,Transformer,Saliency,6.3293614,FOODS,6.3293614,0.00012434501,6.133851
consumer_sentiment,Transformer,Saliency,3.7477446,FOODS,3.7477446,7.3627234e-05,4.971243
state_cpi,Transformer,Saliency,3.7163057,FOODS,3.7163057,7.300959e-05,4.6079464
month,Transformer,Saliency,3.4512956,FOODS,3.4512956,6.7803274e-05,4.1782
day_of_week,Transformer,Saliency,3.4442132,FOODS,3.4442132,6.766413e-05,4.246186
day_of_month,Transformer,Saliency,3.3879209,FOODS,3.3879209,6.655823e-05,3.787301
state_gas_wow_delta,Transformer,Saliency,3.2417696,FOODS,3.2417696,6.368697e-05,4.0364323
state_gas_price,Transformer,Saliency,3.0972242,FOODS,3.0972242,6.0847276e-05,3.730268
state_ur,Transformer,Saliency,2.9867697,FOODS,2.9867697,5.8677317e-05,3.865846
state_snap,Transformer,Saliency,2.6307466,FOODS,2.6307466,5.1682975e-05,3.2001576
item_category,Transformer,Saliency,2.0388334,FOODS,2.0388334,4.0054398e-05,2.526992
event_name_2,Transformer,Saliency,18.550278,HOBBIES,18.550278,0.00033526766,13.883776
sell_price,Transformer,Saliency,12.06545,HOBBIES,12.06545,0.0002180644,11.255697
event_type_2,Transformer,Saliency,8.964988,HOBBIES,8.964988,0.00016202833,7.898283
state_cpi_mom_delta,Transformer,Saliency,8.209949,HOBBIES,8.209949,0.00014838217,7.5850434
event_name_1,Transformer,Saliency,7.5889974,HOBBIES,7.5889974,0.00013715943,6.7082295
state_ur_mom_delta,Transformer,Saliency,6.551255,HOBBIES,6.551255,0.000118403834,7.502288
event_type_1,Transformer,Saliency,6.2996774,HOBBIES,6.2996774,0.00011385696,6.080833
consumer_sentiment,Transformer,Saliency,3.7700052,HOBBIES,3.7700052,6.813703e-05,4.9765067
state_cpi,Transformer,Saliency,3.7030582,HOBBIES,3.7030582,6.692707e-05,4.5530562
month,Transformer,Saliency,3.4633164,HOBBIES,3.4633164,6.25941e-05,4.169099
day_of_month,Transformer,Saliency,3.4369178,HOBBIES,3.4369178,6.211699e-05,3.8351774
day_of_week,Transformer,Saliency,3.3676994,HOBBIES,3.3676994,6.0865972e-05,4.253787
state_gas_wow_delta,Transformer,Saliency,3.249869,HOBBIES,3.249869,5.8736376e-05,4.0130787
state_gas_price,Transformer,Saliency,3.1238112,HOBBIES,3.1238112,5.645807e-05,3.7470958
state_ur,Transformer,Saliency,3.0050933,HOBBIES,3.0050933,5.4312426e-05,3.8744402
state_snap,Transformer,Saliency,2.6407676,HOBBIES,2.6407676,4.77278e-05,3.1994295
item_category,Transformer,Saliency,2.008869,HOBBIES,2.008869,3.6307207e-05,2.4641886
event_name_2,Transformer,Saliency,18.547005,HOUSEHOLD,18.547005,0.00032125312,13.916096
sell_price,Transformer,Saliency,12.076447,HOUSEHOLD,12.076447,0.00020917643,11.298077
event_type_2,Transformer,Saliency,8.935797,HOUSEHOLD,8.935797,0.00015477715,7.8427644
state_cpi_mom_delta,Transformer,Saliency,8.228908,HOUSEHOLD,8.228908,0.00014253311,7.732097
event_name_1,Transformer,Saliency,7.567281,HOUSEHOLD,7.567281,0.00013107306,6.6615424
state_ur_mom_delta,Transformer,Saliency,6.558375,HOUSEHOLD,6.558375,0.00011359778,7.515254
event_type_1,Transformer,Saliency,6.277981,HOUSEHOLD,6.277981,0.00010874106,6.062387
consumer_sentiment,Transformer,Saliency,3.7873774,HOUSEHOLD,3.7873774,6.5601256e-05,4.967069
state_cpi,Transformer,Saliency,3.6941447,HOUSEHOLD,3.6941447,6.398637e-05,4.511003
day_of_month,Transformer,Saliency,3.4799154,HOUSEHOLD,3.4799154,6.0275703e-05,3.8972654
month,Transformer,Saliency,3.4715724,HOUSEHOLD,3.4715724,6.0131188e-05,4.1679273
day_of_week,Transformer,Saliency,3.3044093,HOUSEHOLD,3.3044093,5.7235757e-05,4.088954
state_gas_wow_delta,Transformer,Saliency,3.2622173,HOUSEHOLD,3.2622173,5.650495e-05,4.013905
state_gas_price,Transformer,Saliency,3.1492815,HOUSEHOLD,3.1492815,5.4548782e-05,3.7770383
state_ur,Transformer,Saliency,3.0345938,HOUSEHOLD,3.0345938,5.2562275e-05,3.9216638
state_snap,Transformer,Saliency,2.6501882,HOUSEHOLD,2.6501882,4.5903977e-05,3.2126637
item_category,Transformer,Saliency,1.9745058,HOUSEHOLD,1.9745058,3.4200464e-05,2.4142883
day_of_week,Transformer,SmoothGrad,10.741383,base,10.741383,0.00029908586,9.047688
event_type_1,Transformer,SmoothGrad,10.247894,base,10.247894,0.00028534504,11.276911
event_name_2,Transformer,SmoothGrad,9.010175,base,9.010175,0.00025088165,8.250801
sell_price,Transformer,SmoothGrad,8.170823,base,8.170823,0.00022751054,10.535467
consumer_sentiment,Transformer,SmoothGrad,6.653262,base,6.653262,0.00018525516,7.90169
state_cpi_mom_delta,Transformer,SmoothGrad,6.1179605,base,6.1179605,0.00017035009,4.2627463
state_ur,Transformer,SmoothGrad,5.7767367,base,5.7767367,0.00016084895,5.7217045
state_cpi,Transformer,SmoothGrad,5.7566595,base,5.7566595,0.00016028993,4.6309958
event_type_2,Transformer,SmoothGrad,5.4971294,base,5.4971294,0.0001530635,5.030649
state_ur_mom_delta,Transformer,SmoothGrad,5.481205,base,5.481205,0.0001526201,4.956894
day_of_month,Transformer,SmoothGrad,5.45165,base,5.45165,0.00015179717,5.1462555
event_name_1,Transformer,SmoothGrad,4.656643,base,4.656643,0.00012966078,4.9026484
month,Transformer,SmoothGrad,4.404062,base,4.404062,0.00012262784,4.576853
state_gas_price,Transformer,SmoothGrad,3.9756098,base,3.9756098,0.00011069791,3.9081573
state_gas_wow_delta,Transformer,SmoothGrad,3.1690722,base,3.1690722,8.8240464e-05,3.4880836
state_snap,Transformer,SmoothGrad,2.701961,base,2.701961,7.523411e-05,3.302751
item_category,Transformer,SmoothGrad,2.1877694,base,2.1877694,6.091682e-05,3.0597045
day_of_week,Transformer,SmoothGrad,10.986889,baseNoCats,10.986889,0.00029929107,9.328828
event_type_1,Transformer,SmoothGrad,10.472372,baseNoCats,10.472372,0.00028527528,11.635699
event_name_2,Transformer,SmoothGrad,9.209246,baseNoCats,9.209246,0.00025086675,8.51565
sell_price,Transformer,SmoothGrad,8.3633,baseNoCats,8.3633,0.00022782257,10.878827
consumer_sentiment,Transformer,SmoothGrad,6.7957444,baseNoCats,6.7957444,0.00018512119,8.148985
state_cpi_mom_delta,Transformer,SmoothGrad,6.2609563,baseNoCats,6.2609563,0.00017055313,4.3943696
state_ur,Transformer,SmoothGrad,5.899299,baseNoCats,5.899299,0.00016070134,5.899374
state_cpi,Transformer,SmoothGrad,5.8841057,baseNoCats,5.8841057,0.00016028745,4.7731504
event_type_2,Transformer,SmoothGrad,5.6220627,baseNoCats,5.6220627,0.0001531492,5.1903377
state_ur_mom_delta,Transformer,SmoothGrad,5.6011515,baseNoCats,5.6011515,0.00015257957,5.1120477
day_of_month,Transformer,SmoothGrad,5.574828,baseNoCats,5.574828,0.0001518625,5.3104067
event_name_1,Transformer,SmoothGrad,4.7594857,baseNoCats,4.7594857,0.00012965196,5.0555425
month,Transformer,SmoothGrad,4.504111,baseNoCats,4.504111,0.00012269536,4.719666
state_gas_price,Transformer,SmoothGrad,4.065912,baseNoCats,4.065912,0.00011075849,4.0279255
state_gas_wow_delta,Transformer,SmoothGrad,3.2415972,baseNoCats,3.2415972,8.830354e-05,3.6002915
state_snap,Transformer,SmoothGrad,2.7589393,baseNoCats,2.7589393,7.515557e-05,3.4088957
day_of_week,Transformer,SmoothGrad,10.704549,FOODS,10.704549,0.0002949494,9.066972
event_type_1,Transformer,SmoothGrad,10.184347,FOODS,10.184347,0.00028061596,11.265905
event_name_2,Transformer,SmoothGrad,9.083654,FOODS,9.083654,0.00025028785,8.283283
sell_price,Transformer,SmoothGrad,8.182909,FOODS,8.182909,0.00022546902,10.475722
consumer_sentiment,Transformer,SmoothGrad,6.650098,FOODS,6.650098,0.00018323447,7.8503757
state_cpi_mom_delta,Transformer,SmoothGrad,6.133671,FOODS,6.133671,0.00016900503,4.246388
state_ur,Transformer,SmoothGrad,5.7639403,FOODS,5.7639403,0.0001588176,5.7207417
state_cpi,Transformer,SmoothGrad,5.746345,FOODS,5.746345,0.00015833278,4.681989
day_of_month,Transformer,SmoothGrad,5.4849496,FOODS,5.4849496,0.00015113039,5.1643357
event_type_2,Transformer,SmoothGrad,5.4789143,FOODS,5.4789143,0.0001509641,5.080597
state_ur_mom_delta,Transformer,SmoothGrad,5.462856,FOODS,5.462856,0.00015052162,4.9829693
event_name_1,Transformer,SmoothGrad,4.6753755,FOODS,4.6753755,0.00012882367,4.889791
month,Transformer,SmoothGrad,4.4421816,FOODS,4.4421816,0.00012239831,4.5857763
state_gas_price,Transformer,SmoothGrad,3.9509149,FOODS,3.9509149,0.00010886212,3.901332
state_gas_wow_delta,Transformer,SmoothGrad,3.161111,FOODS,3.161111,8.7100154e-05,3.504296
state_snap,Transformer,SmoothGrad,2.6845336,FOODS,2.6845336,7.39687e-05,3.2579367
item_category,Transformer,SmoothGrad,2.20965,FOODS,2.20965,6.0883925e-05,3.0415864
day_of_week,Transformer,SmoothGrad,10.753875,HOBBIES,10.753875,0.0002968139,9.04277
event_type_1,Transformer,SmoothGrad,10.253894,HOBBIES,10.253894,0.0002830141,11.300318
event_name_2,Transformer,SmoothGrad,9.077003,HOBBIES,9.077003,0.00025053113,8.259725
sell_price,Transformer,SmoothGrad,8.133021,HOBBIES,8.133021,0.00022447662,10.547531
consumer_sentiment,Transformer,SmoothGrad,6.605486,HOBBIES,6.605486,0.00018231566,7.8811235
state_cpi_mom_delta,Transformer,SmoothGrad,6.152646,HOBBIES,6.152646,0.000169817,4.267518
state_cpi,Transformer,SmoothGrad,5.7562876,HOBBIES,5.7562876,0.00015887726,4.6154547
state_ur,Transformer,SmoothGrad,5.752991,HOBBIES,5.752991,0.00015878626,5.7106314
event_type_2,Transformer,SmoothGrad,5.47516,HOBBIES,5.47516,0.00015111796,5.028116
state_ur_mom_delta,Transformer,SmoothGrad,5.4642935,HOBBIES,5.4642935,0.00015081803,4.9513354
day_of_month,Transformer,SmoothGrad,5.4446397,HOBBIES,5.4446397,0.00015027556,5.1475077
event_name_1,Transformer,SmoothGrad,4.6751027,HOBBIES,4.6751027,0.00012903585,4.926545
month,Transformer,SmoothGrad,4.4202285,HOBBIES,4.4202285,0.00012200117,4.5647492
state_gas_price,Transformer,SmoothGrad,4.0130787,HOBBIES,4.0130787,0.00011076356,3.9123564
state_gas_wow_delta,Transformer,SmoothGrad,3.144585,HOBBIES,3.144585,8.679258e-05,3.486
state_snap,Transformer,SmoothGrad,2.6982203,HOBBIES,2.6982203,7.447262e-05,3.3125703
item_category,Transformer,SmoothGrad,2.1794903,HOBBIES,2.1794903,6.015534e-05,3.045756
day_of_week,Transformer,SmoothGrad,10.785657,HOUSEHOLD,10.785657,0.00030007723,9.01155
event_type_1,Transformer,SmoothGrad,10.309975,HOUSEHOLD,10.309975,0.00028684284,11.299682
event_name_2,Transformer,SmoothGrad,9.073936,HOUSEHOLD,9.073936,0.00025245393,8.224794
sell_price,Transformer,SmoothGrad,8.082045,HOUSEHOLD,8.082045,0.00022485765,10.630367
consumer_sentiment,Transformer,SmoothGrad,6.5655656,HOUSEHOLD,6.5655656,0.00018266636,7.935679
state_cpi_mom_delta,Transformer,SmoothGrad,6.1674013,HOUSEHOLD,6.1674013,0.00017158868,4.2851663
state_cpi,Transformer,SmoothGrad,5.7686167,HOUSEHOLD,5.7686167,0.00016049374,4.5554833
state_ur,Transformer,SmoothGrad,5.751519,HOUSEHOLD,5.751519,0.00016001805,5.70944
state_ur_mom_delta,Transformer,SmoothGrad,5.4716725,HOUSEHOLD,5.4716725,0.0001522322,4.92251
event_type_2,Transformer,SmoothGrad,5.469189,HOUSEHOLD,5.469189,0.0001521631,4.9630084
day_of_month,Transformer,SmoothGrad,5.407557,HOUSEHOLD,5.407557,0.00015044838,5.129614
event_name_1,Transformer,SmoothGrad,4.671816,HOUSEHOLD,4.671816,0.00012997868,4.9653554
month,Transformer,SmoothGrad,4.407103,HOUSEHOLD,4.407103,0.00012261387,4.5503454
state_gas_price,Transformer,SmoothGrad,4.077562,HOUSEHOLD,4.077562,0.00011344542,3.9279678
state_gas_wow_delta,Transformer,SmoothGrad,3.1268075,HOUSEHOLD,3.1268075,8.6993656e-05,3.466989
state_snap,Transformer,SmoothGrad,2.7119882,HOUSEHOLD,2.7119882,7.5452605e-05,3.3624709
item_category,Transformer,SmoothGrad,2.1515834,HOUSEHOLD,2.1515834,5.9861093e-05,3.05958
